,Unnamed: 0,id,text,created_at,lang,source,name,screen_name,bio,us_created_at,followers_count,friends_count,statuses_count,favourites_count,country,country_code,locality,region,sub_region,coordinates,gender_pred,gender,text_pp,sentiment
45,45,1613140638857404417,"El 95% de las historias del ""cómo empezó / cómo va"" me generan ganas de vomitar. Sorry not sorry.",2023-01-11T11:47:53+00:00,es,twitter,SNo mNo mNo mNo mNo matchtchtchtchtchrNo mNo mNo mNo mNo matchtchtchtchtch Rivero,@SNo mNo mNo mNo matchtchtchtchrNo mNo mNo mNo matchtchtchtchRiveronumbers,"Lic en Comunicación. Redactora creativa. Vendo humo 24/7 y me pagan por hacerlo.

Disfruto mi enfermedad 💛🖤",2015-02-02T17:54:01+00:00,1727,1066,22901,67723,,,,,,,2,Man,"El NUM% de las historias del ""cómo empezó / cómo va"" me generan ganas de vomitar. Sorry not sorry.",negative
46,46,1613114487413899267,Hace como 15 días que no madrugo. Hoy me levante a las 6:30 y hasta nauseas tengo. Ni mi cuerpo quiere ir a laburar.,2023-01-11T10:03:58+00:00,es,twitter,Mel 🪼,@intrNo mNo mNo mNo matchtchtchtchtNo mNo mNo mNo matchtchtchtchbleMENTE,,2014-02-26T18:31:15+00:00,139,126,15819,2765,Uruguay,UY,Maldonado,Maldonado,,"-34.9, -54.95",2,Man,Hace como NUM días que no madrugo. Hoy me levante a las NUM:NUM y hasta nauseas tengo. Ni mi cuerpo quiere ir a laburar.,negative
47,47,1613082106770477056,Buenazo mi gata acaba de vomitar al lado mío🤢🤮,2023-01-11T07:55:18+00:00,es,twitter,LøNo mNo mNo mNo mNo matchtchtchtchtchnnNo mNo mNo mNo mNo matchtchtchtchtch🦂,@LOAA_numbersnumbers,IG: loaa_maya,2019-01-02T21:22:26+00:00,818,658,18077,108693,Uruguay,UY,Rosario,Colonia,,"-34.31667, -57.35",1,Woman,Buenazo mi gata acaba de vomitar al lado mío EMOJI ,negative
48,48,1613033180969271297,Que alguien me alcance el balde que estoy por vomitar https://t.co/u08kx7BWNS,2023-01-11T04:40:53+00:00,es,twitter,Geo RginNo mNo mNo mNo mNo matchtchtchtchtch,@tecnlimon,"Remando el IPA
/ Proyecto de Lingüista
/ Fan de mi mamá
/ Trabajadora no docente en la UdelaR
/ Desde abajo y a la izquierda ❤️🖤💜",2021-08-27T03:12:54+00:00,202,702,4373,13122,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Que alguien me alcance el balde que estoy por vomitar URL,negative
49,49,1613032097383436288,"Creo que baje como 2 kilos de tanto vomitar, ah pero el loco desayunaba shope todos los días",2023-01-11T04:36:35+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchtiNo mNo mNo mNo mNo matchtchtchtchtchs,@mNo mNo mNo mNo matchtchtchtchtiNo mNo mNo mNo matchtchtchtchsburdette,...,2014-06-07T05:16:21+00:00,584,485,28004,6314,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"Creo que baje como NUM kilos de tanto vomitar, ah pero el loco desayunaba shope todos los días",negative
50,50,1613013987913859074,@julicervexansky boluda literal hoy seba se sentía mal de la panza corte mareado tomo dos tragos de coca y un minuto después vomito CINCO VECES SEGUIDAS CINCO,2023-01-11T03:24:37+00:00,es,twitter,cNo mNo mNo mNo mNo matchtchtchtchtchtNo mNo mNo mNo mNo matchtchtchtchtch linNo mNo mNo mNo mNo matchtchtchtchtch,@linNo mNo mNo mNo matchtchtchtchcNo mNo mNo mNo matchtchtchtchtNo mNo mNo mNo matchtchtchtch_,Yo es que soy una sentidora y lo siento todo mucho 🧝🏻‍♀️🪱🍄🪐☄️🍿❤️‍🔥🎞📀🃏,2018-07-12T22:26:11+00:00,162,104,3837,8172,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,boluda literal hoy seba se sentía mal de la panza corte mareado tomo dos tragos de coca y un minuto después vomito cinco veces seguidas cinco,negative
51,51,1613012581429510144,"En Florianopolis, hay epidemia de diarrea y más de la mitad de las playas no están aptas para baños  https://t.co/paGSGVqbkB",2023-01-11T03:19:02+00:00,es,twitter,Felipe Gómez,@FELIPEGOMEZRIJO,Para que pueda surgir lo posible es preciso intentar una y otra vez lo imposible.,2010-02-28T13:29:10+00:00,854,4177,12985,8052,Uruguay,UY,Pan de Azúcar,Maldonado,,"-34.8, -55.23333",1,Woman,"En Florianopolis, hay epidemia de diarrea y más de la mitad de las playas no están aptas para baños  URL",negative
52,52,1612998178076528640,me comi terrible pedazo de sandia estoy q vomito,2023-01-11T02:21:48+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchgustín,@No mNo mNo mNo matchtchtchtchgustinferreirx,yo mermelá y tú mantekillah,2022-02-15T02:14:38+00:00,392,281,3217,7102,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,me comi terrible pedazo de sandia estoy q vomito,negative
53,53,1612997878468706306,@chof_recobaa Anda a vomitar la leche que te quedó...vos idólatras a dos mercenarios de BIGUA que nada tiene que ver con la villa miseria del goes...shhhhh,2023-01-11T02:20:36+00:00,es,twitter,No mNo mNo mNo mNo matchtchtchtchtchmigodebonino,@No mNo mNo mNo matchtchtchtchmigodebonino,Aguatero de la primera hora..,2021-11-04T19:04:51+00:00,21,172,467,576,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Anda a vomitar la leche que te quedó.vos idólatras a dos mercenarios de bigua que nada tiene que ver con la villa miseria del goes.shhhhh,negative
54,54,1612990722856325125,"Tenía a mi primito a upa y me vomitó, algo muy anticonceptivo por suerte 🤢",2023-01-11T01:52:10+00:00,es,twitter,RNo mNo mNo mNo mNo matchtchtchtchtchkshNo mNo mNo mNo mNo matchtchtchtchtch 🐺,@dNo mNo mNo mNo matchtchtchtchmNo mNo mNo mNo matchtchtchtchrybrun,❤️🤍💙⛸⚜️,2014-04-01T21:14:44+00:00,800,694,19266,32362,Uruguay,UY,Juan L. Lacaze,Colonia,,"-34.43333, -57.41667",1,Woman,"Tenía a mi primito a upa y me vomitó, algo muy anticonceptivo por suerte  EMOJI ",negative
55,55,1612982232007720960,Me subo a eso y vomito 5 veces como minimo https://t.co/DgIocGo4vT,2023-01-11T01:18:26+00:00,es,twitter,CNo mNo mNo mNo mNo matchtchtchtchtchrpincho,@cNo mNo mNo mNo matchtchtchtchrpinchovibes,"🇺🇾

Soy el carpincho del IPA - Historia",2014-04-09T01:44:00+00:00,225,467,16897,48559,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Me subo a eso y vomito NUM veces como minimo URL,negative
56,56,1612981784538484743,Piqué debe estar con diarrea como mínimo,2023-01-11T01:16:39+00:00,es,twitter,MirNo mNo mNo mNo mNo matchtchtchtchtch Vos,@tiNo mNo mNo mNo matchtchtchtchgregoriNo mNo mNo mNo matchtchtchtch,Comunicación ✌🏼,2010-05-10T18:05:36+00:00,779,1334,38456,77077,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Piqué debe estar con diarrea como mínimo,negative
57,57,1612980068023779328,@Equifranco @NanyCristal @gbianchi404 Ah por un momento pensé que venían más ipas y te iba a decir que no podría vomitar,2023-01-11T01:09:50+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchriNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch 🌙,@lNo mNo mNo mNo matchtchtchtchdelNo mNo mNo mNo matchtchtchtchltillo,Procrastinadora oficial. No vives de empanadas.,2011-09-12T19:22:26+00:00,77,580,2221,4696,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,Ah por un momento pensé que venían más ipas y te iba a decir que no podría vomitar,negative
58,58,1612977577005547521,me siento mal voy a vomitar,2023-01-11T00:59:56+00:00,es,twitter,𝒿𝒶𝓏🌊,@ibnzmiiNo mNo mNo mNo matchtchtchtch,medio dolida🤷🏻‍♀️,2021-04-10T10:51:31+00:00,222,89,2777,8006,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,me siento mal voy a vomitar,negative
59,59,1612954887414845441,@SoloMarian_ Tas laca! El vómito mas chico les decora todita la pared! 😂,2023-01-10T23:29:47+00:00,es,twitter,ΛΛ@Я©∑じ 🇺🇾,@MNo mNo mNo mNo matchtchtchtchrcenumbersUY,🐘: @marce1uy@mastodon.uy,2014-06-18T02:01:37+00:00,4734,5115,29596,63690,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Tas laca! El vómito mas chico les decora todita la pared!  EMOJI ,negative
60,60,1612953226969595904,"@celulitisestria @Mathias35489961 Jajajajajaja no me queda tripa adentro nena, olvídate jajaja",2023-01-10T23:23:11+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchriNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch,@SoloMNo mNo mNo mNo matchtchtchtchriNo mNo mNo mNo matchtchtchtchn_,"Madre, Mujer, Uruguaya y de Peñarol.
De izquierda y con escasos recursos estéticos.
Fundamentalista de nada.
Dime tu, que puede salir mal 😬?",2017-06-29T14:35:15+00:00,2313,2005,80296,246973,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,"Jajajajajaja no me queda tripa adentro nena, olvídate jajaja",neutral
61,61,1612951485691891712,@IrritadoC Yo creo que es para lavarlos un poco después del vómito jaja,2023-01-10T23:16:16+00:00,es,twitter,MNo mNo mNo mNo mNo matchtchtchtchtchriNo mNo mNo mNo mNo matchtchtchtchtchnNo mNo mNo mNo mNo matchtchtchtchtch,@SoloMNo mNo mNo mNo matchtchtchtchriNo mNo mNo mNo matchtchtchtchn_,"Madre, Mujer, Uruguaya y de Peñarol.
De izquierda y con escasos recursos estéticos.
Fundamentalista de nada.
Dime tu, que puede salir mal 😬?",2017-06-29T14:35:15+00:00,2313,2005,80296,246973,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",2,Man,Yo creo que es para lavarlos un poco después del vómito jaja,neutral
62,62,1612951412358500352,@Muroneta22 y marquitos tripa 😪,2023-01-10T23:15:58+00:00,es,twitter,mNo mNo mNo mNo mNo matchtchtchtchtchrquitos,@mNo mNo mNo mNo matchtchtchtchrquitostripNo mNo mNo mNo matchtchtchtch,https://instagram.com/_fernandezvalentino?igshid=ZDdkNTZiNTM=,2022-02-02T02:05:05+00:00,335,209,1385,7390,Uruguay,UY,Carmelo,Colonia,,"-33.98917, -58.28556",1,Woman,y marquitos tripa  EMOJI ,neutral
63,63,1612935689418702848,vomitar hasta dejar de sentirte,2023-01-10T22:13:29+00:00,es,twitter,Mel (ReputNo mNo mNo mNo mNo matchtchtchtchtchtion erNo mNo mNo mNo mNo matchtchtchtchtch),@mielcitA______,"@meeel.barrios

and you know damn well. For you, i would ruin myself a million little times",2022-12-11T14:05:48+00:00,49,66,1776,7142,Uruguay,UY,José Pedro Varela,Lavalleja,,"-33.45, -54.53333",2,Man,vomitar hasta dejar de sentirte,negative
64,64,1612933081760948225,"Diarrea - clásico del cine catástrofe de los 90s.

Con la participación de @profegeyerabide, @LodeTinchoGonz y un servidor.

“¡Mejor que Ciudad Ano, de Orton Welles” 🍑 💩 💦 https://t.co/cEt2DWDDfY",2023-01-10T22:03:08+00:00,es,twitter,GonzNo mNo mNo mNo mNo matchtchtchtchtchlo FrNo mNo mNo mNo mNo matchtchtchtchtchscNo mNo mNo mNo mNo matchtchtchtchtch,@frNo mNo mNo mNo matchtchtchtchscNo mNo mNo mNo matchtchtchtchfrNo mNo mNo mNo matchtchtchtchscNo mNo mNo mNo matchtchtchtch,R&D @Kahoot / Storm maker / Designer / Writer / PhD in 👾 / Helping kids learn math @DragonBox 🇳🇴 🇫🇮 🇫🇷 & 🌎,2008-08-15T17:51:17+00:00,34204,2144,42121,30782,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"Diarrea - clásico del cine catástrofe de los 90s.  Con la participación de atUser, atUser y un servidor.  “¡Mejor que Ciudad Ano, de Orton Welles”  EMOJI   EMOJI   EMOJI  URL",neutral
65,65,1612930655414779905,"día 5 sin fumar, el olor de los cigarrillos que fuma mi mamá me da nauseas 😳",2023-01-10T21:53:29+00:00,es,twitter,𝓐𝔂𝓵𝓾,@AyluBNo mNo mNo mNo matchtchtchtchezOk,de mal humor 24/7,2014-06-11T23:24:50+00:00,10322,7770,55085,108932,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",2,Man,"día NUM sin fumar, el olor de los cigarrillos que fuma mi mamá me da nauseas  EMOJI ",negative
66,66,1612926904985608196,@marmolejo625554 Pa no vomitar,2023-01-10T21:38:35+00:00,es,twitter,bree 🤍,@LABEBAnumbersnumbersnumbers,🪴,2020-10-20T18:45:57+00:00,151,108,1303,7688,Uruguay,UY,,,,"-33.0, -56.0",2,Man,Pa no vomitar,negative
67,67,1612926447731064833,"@thecucumbert 🤣🤣🤣 se liberan muchas hormonas x el estrés (cortisol, adrenalina, serotonina) q entre otras cosas causan espasmos intestinales y al moverse más rápido dan diarrea y las suprarrenales también te dan ganas de orinar 🤣🤣",2023-01-10T21:36:46+00:00,es,twitter,lNo mNo mNo mNo mNo matchtchtchtchtchlys,@Sepo_nNo mNo mNo mNo matchtchtchtchdNo mNo mNo mNo matchtchtchtch,Mehhh 😕,2021-02-23T06:27:22+00:00,2039,605,26672,19626,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman," EMOJI  se liberan muchas hormonas x el estrés (cortisol, adrenalina, serotonina) q entre otras cosas causan espasmos intestinales y al moverse más rápido dan diarrea y las suprarrenales también te dan ganas de orinar  EMOJI ",neutral
68,68,1612873373721235456,@micamayor15 ojalá te agarre estreñimiento por no convidarme,2023-01-10T18:05:52+00:00,es,twitter,𝖋No mNo mNo mNo mNo matchtchtchtchtch𝖈𝖚🪸,@FNo mNo mNo mNo matchtchtchtchcundnumbers_numbersnumbers,22,2018-12-27T22:38:44+00:00,150,296,5317,65789,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,ojalá te agarre estreñimiento por no convidarme,negative
69,69,1612871270823067648,"@adryadrybb Ahora se viene la compra d yogur activa en cantidades industriales,el estreñimiento será gigante",2023-01-10T17:57:31+00:00,es,twitter,Roxy 🌱 Voté Si No mNo mNo mNo mNo matchtchtchtchtch,@Sysbel,"No te rindas que la vida es eso,
continuar el viaje,
perseguir tus sueños,
destrabar el tiempo,
correr los escombros y destapar el cielo.",2013-09-12T20:22:54+00:00,3061,2879,10242,56318,Uruguay,UY,Punta del Este,Maldonado,,"-34.96667, -54.95",2,Man,"Ahora se viene la compra d yogur activa en cantidades industriales,el estreñimiento será gigante",positive
70,70,1612870546865197062,nunca pensé que sentir el olor de un caramelo de café me iba a hacer vomitar por aquí estoy jaja,2023-01-10T17:54:38+00:00,es,twitter,PNo mNo mNo mNo mNo matchtchtchtchtchulNo mNo mNo mNo mNo matchtchtchtchtch,@pdNo mNo mNo mNo matchtchtchtchsilvNo mNo mNo mNo matchtchtchtch__,""" 𝘚𝘦𝘨𝘶𝘪𝘮𝘰𝘴 𝘨𝘰𝘭𝘱𝘦𝘢𝘯𝘥𝘰 𝘱𝘶𝘦𝘳𝘵𝘢𝘴. 𝘈𝘶𝘯𝘲𝘶𝘦 𝘦𝘴𝘵é𝘯 𝘤𝘦𝘳𝘳𝘢𝘥𝘢𝘴. """,2021-09-25T02:42:30+00:00,558,273,11096,12774,,,,,,,1,Woman,nunca pensé que sentir el olor de un caramelo de café me iba a hacer vomitar por aquí estoy jaja,negative
71,71,1612859405732646914,Mi perra cuando quiere vomitar https://t.co/JrEKf67Lf2,2023-01-10T17:10:22+00:00,es,twitter,𝓥No mNo mNo mNo mNo matchtchtchtchtch𝓵𝓮𝓷𝓽𝓲𝓷No mNo mNo mNo mNo matchtchtchtchtch,@p_vNo mNo mNo mNo matchtchtchtchlentinNo mNo mNo mNo matchtchtchtchnumbers,"Te jure amor eterno 🇺🇦
📸 @p.valentina1",2020-04-24T02:37:10+00:00,573,327,16887,39870,Uruguay,UY,Rosario,Colonia,,"-34.31667, -57.35",1,Woman,Mi perra cuando quiere vomitar URL,negative
72,72,1612852890850164737,Bolsonaro fue dado de alta en Estados Unidos tras internación por dolor abdominal https://t.co/U7CR7oB9Np,2023-01-10T16:44:29+00:00,es,twitter,El ObservNo mNo mNo mNo mNo matchtchtchtchtchdor,@ObservNo mNo mNo mNo matchtchtchtchdorUY,Cuenta del sitio uruguayo de noticias online El Observador. Contenido actualizado las 24 hs. Suscribite 👉 https://www.elobservador.com.uy/suscripcion,2009-07-06T16:48:48+00:00,840844,812,427344,3360,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",0,Org,Bolsonaro fue dado de alta en Estados Unidos tras internación por dolor abdominal URL,neutral
73,73,1612847256704524288,Vómito 🤮 me dió ese puto,2023-01-10T16:22:05+00:00,es,twitter,OmNo mNo mNo mNo mNo matchtchtchtchtchr Gómez Porto MoreirNo mNo mNo mNo mNo matchtchtchtchtch,@OmNo mNo mNo mNo matchtchtchtchrnumbersnumbersnumbersnumbersnumbersnumbersnumbersnumbers,"No tengo miedo de exponerme al ridículo'
 dijo- Lizy Tagliani",2019-02-23T03:36:09+00:00,197,209,4518,5494,Uruguay,UY,,Artigas,,"-30.58333, -57.0",1,Woman,Vómito  EMOJI  me dió ese puto,negative
74,74,1612844917264453644,@Raforismos @WhatsApp Jajaj con diarrea.,2023-01-10T16:12:48+00:00,es,twitter,PNo mNo mNo mNo mNo matchtchtchtchtchter Alberto ◼️◻️◼️,@PNo mNo mNo mNo matchtchtchtchterAlbertoFM,"Sacerdote 🇲🇽 en 🇺🇾. Párroco en San Francisco de Asís, Canelones | 11 Junio 2017 ✨Santos en potencia!",2022-07-16T01:08:47+00:00,7661,383,15893,42187,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Jajaj con diarrea.,neutral
75,75,1612828627221053441,@sarubbibenitez voy a vomitar y vuelvo,2023-01-10T15:08:04+00:00,es,twitter,JuNo mNo mNo mNo mNo matchtchtchtchtchn GNo mNo mNo mNo mNo matchtchtchtchtchrneche,@juNo mNo mNo mNo matchtchtchtchngNo mNo mNo mNo matchtchtchtchrneche,,2013-01-21T10:48:42+00:00,264,218,22684,42209,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,voy a vomitar y vuelvo,negative
76,76,1612824632155078656,@clonazefuckuuu Si los primeros meses pasaba pésimo con los vómitos pero se me pasaba exacto a los 4 meses. Además la parte final de los dos embarazos los pase en otoño/invierno entonces no padeci tanto calor. Las galletitas al agua ayudaban con las náuseas de la mañana.,2023-01-10T14:52:11+00:00,es,twitter,MentirosNo mNo mNo mNo mNo matchtchtchtchtch contumNo mNo mNo mNo mNo matchtchtchtchtchz ✨,@RomiLNo mNo mNo mNo matchtchtchtchngh,"Ya no estoy para esos trotes.
✊🏽💜",2010-01-04T17:15:50+00:00,1411,1158,26173,180785,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,Si los primeros meses pasaba pésimo con los vómitos pero se me pasaba exacto a los NUM meses. Además la parte final de los dos embarazos los pase en otoño/invierno entonces no padeci tanto calor. Las galletitas al agua ayudaban con las náuseas de la mañana.,negative
77,77,1612821152468017153,"@clonazefuckuuu Los primeros 4 meses vivía para estar con vómitos y náuseas. Pero después que pasaba esa etapa me sentía maravillosa, independientemente de que tenía la cadera para tirar.",2023-01-10T14:38:22+00:00,es,twitter,MentirosNo mNo mNo mNo mNo matchtchtchtchtch contumNo mNo mNo mNo mNo matchtchtchtchtchz ✨,@RomiLNo mNo mNo mNo matchtchtchtchngh,"Ya no estoy para esos trotes.
✊🏽💜",2010-01-04T17:15:50+00:00,1411,1158,26173,180785,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"Los primeros NUM meses vivía para estar con vómitos y náuseas. Pero después que pasaba esa etapa me sentía maravillosa, independientemente de que tenía la cadera para tirar.",positive
78,78,1612815254341259266,Arranque el día con un huevo podrido que me explotó en la mano cuando lo toque por vomitar no lo siguiente,2023-01-10T14:14:55+00:00,es,twitter,ClonNo mNo mNo mNo mNo matchtchtchtchtchzefNo mNo mNo mNo mNo matchtchtchtchtchin,@clonNo mNo mNo mNo matchtchtchtchzefNo mNo mNo mNo matchtchtchtchin,,2012-02-29T16:11:54+00:00,535,415,13492,17073,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,Arranque el día con un huevo podrido que me explotó en la mano cuando lo toque por vomitar no lo siguiente,negative
79,79,1612808381646897154,Les juego un vomito,2023-01-10T13:47:37+00:00,es,twitter,DéborNo mNo mNo mNo mNo matchtchtchtchtch,@DeborNo mNo mNo mNo matchtchtchtchubietNo mNo mNo mNo matchtchtchtch,"Mis amigxs me dicen B, vos no.",2010-06-12T18:33:33+00:00,459,303,26892,3818,Uruguay,UY,Dolores,Soriano,,"-33.53009, -58.21701",1,Woman,Les juego un vomito,negative
80,80,1612807609223970819,"@farewellsoul A mi me dan náuseas aterrizar imagínate, no me recupero hasta que no me acueste",2023-01-10T13:44:33+00:00,es,twitter,VNo mNo mNo mNo mNo matchtchtchtchtchlen,@lNo mNo mNo mNo matchtchtchtchughswithespos,Solía tener otra cuenta pero me la eliminaron ✊🏻,2020-08-20T17:52:36+00:00,682,598,99891,395,Uruguay,UY,,,,"-33.0, -56.0",1,Woman,"A mi me dan náuseas aterrizar imagínate, no me recupero hasta que no me acueste",negative
81,81,1612783315735420930,Nivel de lo di todo: por primera vez me dieron ganas de vomitar en el gimnasio,2023-01-10T12:08:01+00:00,es,twitter,𝚂iL ❤️‍🔥 #numbersnumbersnumbersnumbersnumbers,@silberdunbNo mNo mNo mNo matchtchtchtchrizz,Pero que sería la vida sin pasiones?,2019-02-26T15:30:50+00:00,1152,807,104974,86779,Uruguay,UY,Colonia del Sacramento,Colonia,,"-34.46262, -57.83976",2,Man,Nivel de lo di todo: por primera vez me dieron ganas de vomitar en el gimnasio,negative
82,82,1612781331527647232,@lizzacosta_ @s0ff1313 De tripa?,2023-01-10T12:00:08+00:00,es,twitter,Brnumbers,@Bruucedres,"cáncer ♋
todo se queda~",2020-10-10T11:02:57+00:00,35,58,863,3849,Uruguay,UY,Montevideo,Montevideo,,"-34.83346, -56.16735",1,Woman,De tripa?,neutral
